	GSM5138279	GSM5138280	GSM5138281	GSM5138282	GSM5138283	GSM5138284	GSM5138285	GSM5138286	GSM5138287	GSM5138288
LOC100132832	7.86	14.56	10.89	8.64	3.11	13.95	8.72	4.86	5.59	7.29
LOC100132891	0	0.25	0.24	0	0.12	0.07	0.11	0.04	0.03	0.15
DPH3P1	0.45	0.49	0.71	0.6	0.84	1.43	0.83	0.68	1.13	0.76
FAM159B	0	0.15	0.12	0.07	0	0	0	0	0.14	0.02
FAM66D	0.19	0.54	0.17	0.22	0	0.04	0.16	0.16	0	0.2
LOC100132963	0.19	0.02	0.02	0	0.12	0.05	0.43	0	0	0.02
NCRNA00204A	0	0.06	0.1	0	0	0	0	0	0.03	0
GOLGA8DP	0	0.29	0.11	0	0	0	0.11	0.12	0.09	0.02
LOC100132987	0	0	0	0	0	0	0	0.12	0	0.06
CXorf49B	0	0	0	0	0	0.04	0	0	0	0
FAM95B1	0.41	0.09	1.95	0.24	0.44	0.59	0.64	0.12	0.2	0.38
LOC100133050	0	0.08	0.32	0.2	0.24	0.11	0.05	0.12	0.06	0.49
LOC100133091	20.75	16	20.76	13.17	6.69	20.46	10.85	12.59	12.13	17.7
UBE2Q2P3	0.96	1.02	1.39	1.08	0.42	1.06	0.86	0.54	0.73	1.04
LOC100133161	0.41	1.16	0.42	0.92	0.24	0.43	0.32	0.21	0.86	0.59
FAM66A	0.38	0.06	0.46	0.05	0.2	0.27	0	0	0	0.04
NCRNA00240	0.62	0.46	0.19	0.34	0.18	0.34	0.21	0.29	0.31	0.06
SBF1P1	0	0	0.05	0	0	0	0	0	0.03	0
LOC100133286	0.08	0.17	0.17	0.15	0.4	0.5	0.21	0.19	0.17	0.17
LOC100133308	0	0.25	0.31	0	0	0	0.11	0.1	0.11	0.05
LOC100133311	0	0	0.04	0	0	0	0	0	0	0.02
LOC100133315	0.71	0.83	0.4	0.5	0.52	0.21	0.51	0.56	0.5	0.3
LOC100133331	1.69	5.04	3.06	1.17	0.6	2.62	0.86	0.82	2.17	1.92
LOC100133445	0.08	0.2	0.37	0.08	0.62	0.14	0.96	0.25	0.17	0.3
LOC100133545	0.19	0.28	0.29	0.14	0.12	0.36	0.11	0	0	0.06
LOC100133612	0.08	0.15	0.2	0.12	0	0.32	0	0.06	0.26	0.17
LOC100133669	0.43	0.22	0.17	0.56	0.08	0.47	0.05	0.29	0.63	0.38
LOC100133920	0.66	0.88	0.53	0.41	0	1.31	0.19	0.62	0.3	0.75
CD24	532.77	474.66	787.89	710.76	627.47	260.24	186.14	297.68	553.22	355.27
LOC100133957	0.88	0.63	0.61	0.69	0.56	0.57	0.45	0.62	0.34	0.63
LOC100133985	0.26	0.35	0.55	0.08	0.16	0.61	0.43	0.04	0.39	0.33
LOC100133991	1.67	1.48	0.83	0.57	0.44	1.22	0.37	0.84	0.7	0.74
LOC100134015	0.75	1.42	1.11	0.49	1.36	0.56	0.88	0.64	0.19	0.68
LOC100134229	2.12	2.89	1.93	1.61	2.55	3.55	2.97	2.68	2.84	3.53
LOC100134259	0.56	0.6	1.24	1.11	0.62	0.56	0.8	0.99	0.36	0.88
LOC100134317	0	0	0.02	0	0	0	0	0	0	0
LOC100134368	0.49	0.57	0.26	0.43	0.58	0.66	0.61	0.62	0.64	0.46
KCNJ18	0	0	0.02	0	0	0	0	0	0	0
LOC100134713	0.39	0.83	0.93	0.49	0.96	0.82	0.29	0.7	1.17	0.66
LOC100134868	0.64	1.2	0.7	0.5	0.56	1.31	1.1	0.82	0.56	0.69
UBE2Q2P2	0.88	2.93	3.13	2.44	0.08	1.04	2.51	1.22	1.89	1.61
UPK3BL	1.15	2.18	1.95	1.1	0.56	2.22	1.52	1.26	1.33	1.21
JMJD7	3.95	2.95	3.61	2.68	3.09	2.83	1.44	2.51	1.77	2.23
PLA2G4B	0.6	0.65	0.24	0.16	0	0.39	0	0.14	0.26	0.17
HDAC5	78.69	61.57	95.21	92.95	77.69	87.58	36.82	38.19	38.02	75.97
C17orf99	0	0	0	0	0	0.09	0.03	0	0	0
LOC100144595	0.43	0.42	0.62	0.27	0.22	0.39	0.53	0.47	0.21	0.56
LOC100144597	0	0	0	0	0	0.04	0	0	0	0
LOC100144602	0.04	0.26	0.4	0.33	0.1	0.23	0.11	1.26	0	0.1
LOC100144603	0.15	0.14	0.1	0.12	0.4	0.47	0.13	0.43	0.3	0.29
LOC100144604	0.19	0.06	0	0	0	0	0	0	0	0
KLLN	2.03	1.64	1.95	1.46	2.77	2.45	3.69	0.97	1.6	2.14
PDCD6IP	187.8	159.14	197.51	201.03	169.78	169.73	159.11	168.84	192.12	209.48
RNU4ATAC	0.6	0.65	0.1	2.91	3.61	0.82	2.78	1.2	2.57	0.14
RNU6ATAC	0.96	2.75	0.21	13.58	10.9	8.37	14.57	4.82	19.09	0.47
SCARNA9L	0.68	1.48	0.67	0.7	1.24	0.32	0.43	0.89	0.84	0.94
PDCD6	46.09	38.31	43.49	42.36	53.96	44.53	48.71	51.4	57.21	49.6
RN5S9	0	0	0	0	0	0	0	0	0.03	0
PATE3	0	0	0.05	0	0	0	0	0	0	0
PEG3-AS1	0.15	1.6	0.31	1.33	0.46	0.84	1.42	0.31	1.13	0.28
DBIL5P2	0.66	0.34	0.92	0.5	0.22	0.63	0.7	0.31	0.24	0.73
BCL2L10	0	0.08	0.63	0.03	0	0.02	0.21	0.1	0	0.1
SNAR-G2	0	0	0	0	0	0.07	0	0.12	0	0
SRRM5	0.75	2.38	1.03	1.35	0.72	2.26	0.88	0.12	0.57	0.77
C19orf69	0.3	0.09	0.02	0	0	0.18	0.27	0.16	0	0
C17orf96	7.29	6.45	6.47	5.61	10.68	9.14	5.99	4.02	5.44	6.78
BCL2L11	7.44	8.18	14.37	13.48	10.48	8.01	10.21	5.32	11.49	10.84
TOMM6	28.06	13.41	20.21	22.25	35.44	27.44	40.91	44.31	23.58	23.16
LOC100188947	1.95	7.07	2.78	2.01	1.14	2.01	1.76	2.18	1.73	3.7
LOC100188949	0	0.17	0.05	0.22	0.36	0.11	0.08	0	0.29	0.04
NCRNA00092	0.85	1.17	0.92	0.88	0.9	1.29	0.75	0.45	0.56	0.89
DNMBP-AS1	2.24	1.53	2.66	1.14	0.28	2.08	0.99	1.09	1.69	1.57
LOC100189589	0.15	0.08	0.05	0.11	0.04	0.09	0.03	0	0.21	0.12
SH2B3	39.55	64.98	62.63	59.22	57.79	95.67	85.8	44.08	87.13	62.37
LOC100190938	8.89	10.92	13.87	7.17	5.53	11.82	8.26	7.09	6.44	10.75
LOC100190939	7.61	7.99	6.78	6.54	4.01	7.15	6.18	4.47	3.97	5.1
LOC100190940	0.51	1.03	0.92	0.57	0.42	0.7	0.61	0.66	0.5	0.73
C5orf52	0	0.03	0.01	0	0	0	0	0	0	0
LOC100190986	119.25	140.44	142.81	124.57	31.03	159.95	88.23	126.59	120.41	115.52
C2CD4D	0.88	0.09	0.27	0.88	0	0.11	0.11	0.04	0.11	0.32
LOC100192204	2.69	5.97	4.52	1.71	0.38	4.5	3.13	3.79	2	3.28
LOC100192378	0	0.12	0	0	0	0.14	0	0	0	0
PP12613	0	0	0	0	0.2	0	0	0	0	0.01
FLJ16779	0.04	0.15	0	0	0	0.14	0	0	0.06	0.11
FLJ41941	0.23	0.25	0.46	0.22	0.18	0.18	0.45	0.27	0.23	0.29
LOC100192426	1.02	0.4	0.56	0.27	0.18	0.47	0.4	0.27	0.66	0.28
CDH4	1.48	1.67	2.67	1.92	1.52	1.11	0.32	0.37	0.46	0.46
GNE	92.41	85.87	87.98	80.54	58.37	67.8	82.8	67.64	78.96	96.24
HCN4	0.13	0.15	0.2	0	0	0.68	0	0	0.11	0.11
LOC100216001	23.61	19.08	10.63	19.58	8.2	9.6	6.42	13.44	5.07	13.97
LOC100216479	1.92	0.83	1.22	0.65	0.32	1.34	0.88	1.03	0.34	0.74
LOC100216545	21.05	24.11	20.51	18.43	19.38	15.82	20	12.74	10.83	15.12
LOC100216546	64.59	71.06	53.67	55.19	47.36	36.15	55.1	29.72	35.61	46.28
FRAT1	4.68	6.51	8.67	4.92	5.43	3.89	6.68	2.47	5.3	5.45
LOC100233156	0.68	3.22	0.24	1.03	0.36	3.67	1.23	4.29	0.04	3.8
LOC100233209	1.07	1.22	2.31	0.68	1.2	0.3	1.9	0.45	1.59	1.81
TROAP	0.56	0.77	1.5	0.33	2.73	0.54	0.21	0.43	0.74	0.28
LOC100240734	0	0.2	0	0	0	0	0	0.02	0	0.1
LOC100240735	0.11	0.03	0.11	0	0	0	0	0.1	0.06	0.05
MED16	49.53	35.36	43.61	36.19	38.51	61.41	43.1	28.69	30.72	41.43
PIGK	19.51	18.98	19.75	21.2	19.66	14.49	23.02	23.53	24.83	19.15
LOC100268168	5.26	4.69	5.66	2.97	2.22	4.35	2.65	4.39	2.93	4.57
LOC100270746	1.15	0.76	0.37	0.68	1.36	0.54	0.59	0.43	0.51	0.33
LOC100270804	0.79	0.4	0.39	0.64	1.18	0	1.12	0.39	0.4	0.62
LOC100271702	0	0.12	0.27	0.16	0	0	0.16	0	0	0.14
ARHGEF33	1.2	1.54	1.29	0.99	1.2	1.56	1.76	2.06	0.66	1.08
LOC100271722	0.34	0.12	0.11	0.7	0.24	0	0.32	0.08	0.17	0.26
LOC100271832	0	0.12	0.02	0.04	0	0	0	0.04	0	0.11
LIMS3-LOC440895	0.38	0.34	0.07	0	0	0.29	0.05	0.37	0	0.1
LOC100271836	25.71	10.8	31.29	20.24	15.79	14.26	16.76	27.55	27.63	24.79
ERVV-2	0.19	0.03	0.09	0	0	0	0	0.08	0.17	0
AIRN	3.76	2.62	2.94	1.98	1.36	2.81	1.26	2.1	1.3	1.39
LOC100271874	0.08	0.25	0.3	0.41	0.5	0.14	0.11	0.04	0.03	0.21
RASA4B	1.09	1.23	0.86	0.7	0.04	1.06	0.7	0.7	0.54	0.36
MTCP1NB	3.61	4.01	3.64	3.62	4.43	3.24	2.97	3.87	3.86	4.35
LOC100272216	4.29	3.83	6.51	2.79	3.01	2.62	4.89	2.84	2.07	4.25
LOC100272217	1.47	1.81	0.91	1.06	1.38	1.22	0.8	1.01	1.03	0.67
LOC100272228	4.08	6.93	5.24	4.3	0.84	4.93	5.27	3.79	2.39	2.98
LOC100286793	0.77	0.57	0.41	0.18	0.04	0.63	0.91	0.16	0.31	0.5
LOC100286844	0.26	0.62	0.56	0.24	0.08	0.3	0.67	0.04	0.39	0.47
LOC100286922	0	0	0.04	0	0	0	0	0	0	0
LOC100286938	0.13	0.03	0.07	0	0.08	0.18	0	0.1	0	0.1
LOC100286979	0	0.49	0.19	0.3	0.14	0.2	0.32	0.04	0.23	0.15
LOC100287010	0	0	0.02	0	0	0	0	0	0	0.01
LOC100287015	2.89	0.96	1.89	1.76	1.38	1.4	0.51	0.7	0.69	1.3
DDX11L10	0	0.25	0.1	0.11	0	0.14	0.29	0	0	0.17
LOC100287036	0.86	2.48	0.87	0.31	0	0.54	0.75	0.82	0.49	1.08
LOC100287042	1.09	1.13	1.27	0.54	0.92	1.63	1.34	0.52	0.83	0.78
LOC100287072	0	0.11	0.17	0.09	0.08	0.13	0.11	0.12	0.11	0.09
LOC100287114	0	0.02	0	0.12	0	0	0	0	0	0
LOC100287144	0	0	0.04	0.08	0	0.18	0	0	0	0
WASH1	7.07	7.84	4.5	5.03	7.1	6.18	3.82	4.72	3.89	6.28
LOC100287177	0.09	0.32	0.2	0.05	0	0.5	0.05	0.29	0.23	0.18
LOC100287178	0	0	0	0	0	0	0	0	0	0.02
LOC100287205	0	0	0	0.16	0	0	0	0	0	0.04
LOC100287216	0.11	0.15	0.42	0.24	0.6	0.41	0.27	0.16	0.21	0.21
LOC100287225	0.58	0.8	2.04	0.3	0.46	1.09	1.26	1.07	1.46	2.1
ZNF729	0.26	0.14	0.29	0.11	0	0.25	0.16	0	0.29	0
TIPARP-AS1	7.05	2.93	3.19	3.35	8.74	7.45	4.41	4.02	3.46	1.56
MANSC4	0	0.22	0.02	0.01	0	0.41	0	0.08	0	0.24
LOC100287314	5.34	5.23	8.51	4.19	3.57	5.61	6.39	8.33	6.57	7.35
LOC100287327	0	0.12	0.02	0	0	0	0	0	0	0
PRSS46	0	0	0.06	0.03	0.28	0	0	0	0	0.01
PNMA6C	1.99	1.76	3.86	3.27	5.71	3.06	3.34	1.59	1.26	3.04
PNMA6D	0	0.09	0	0.03	0.28	0	0.16	0.04	0.09	0.02
LOC100287482	0.26	0.03	0.2	0	0	0.18	0.05	0.25	0.11	0.02
LOC100287513	0	0	0.15	0	0	0	0	0	0.14	0.06
LOC100287534	0	0	0	0	0	0	0.21	0.04	0	0
LOC100287559	1.09	1.87	1.94	0.47	1.52	2.26	2.41	0.78	1.26	1.35
NCRNA00173	0	0.06	0.14	0.35	0	0	0.27	0	0.09	0.1
DDX11L5	0	0.06	0.15	0	0.12	0.04	0	0.04	0.09	0.04
LOC100287616	0.55	1.02	1.12	0.18	0.38	1.4	0.45	0.72	0.27	0.89
LOC100287632	0	0.37	0.16	0	0	0.36	0.16	0	0	0.04
LOC100287639	2.03	1.85	2.75	1.21	0.82	2.01	1.07	1.52	1.79	1.82
LOC100287718	0	0.09	0	0	0	0	0	0	0	0
LOC100287722	1.64	2.42	3.9	1.77	2.49	3.37	1.79	1.83	1.53	2.65
LOC100287765	5.06	4.44	3.83	3.32	3.07	3.19	4.95	5.03	3.43	3.51
LOC100287792	0.86	0.46	1.22	0.2	0.38	0.52	0.43	0.43	0.27	0.8
LOC100287814	0	0.28	0.15	0.22	0	0.11	0	0.04	0	0.15
LOC100287846	1.67	2.9	4.55	2.94	1.16	4.59	3.53	2.39	1.97	3.87
LOC100287879	0.08	0.46	0.42	0.08	0.28	0.41	0.05	0.33	0.29	0.21
TTC34	0	0.06	0.11	0	0.04	0	0.16	0	0	0.1
LOC100287902	0.66	1.03	1.78	1.31	1.42	1.42	1.44	0.58	0.43	1.16
TIMM23	46.47	35.27	42.77	44.6	42.09	43.06	40.26	67.61	47.92	46.45
LOC100287944	0	0.14	0.01	0.19	0	0.14	0.03	0.02	0.09	0.05
LOC100288069	19.4	15.71	23.02	12.6	8.08	10.23	14.97	6.94	11.3	10.1
LOC100288077	0	0	0	0	0	0	0	0	0	0.09
LOC100288079	0	0.06	0.16	0.16	0	0	0	0	0	0.06
LOC100288122	0	0.34	0.48	0.5	0	0.04	0.27	0.21	0.33	0.44
LOC100288123	4.23	4.74	4.09	2.22	0.78	4.03	1.93	2.04	2	2.47
LOC100288181	0	0.6	0.17	0.18	0.12	0.14	0.27	0.04	0.06	0.15
LOC100288198	3.31	3.05	3.64	2.95	3.01	2.79	4.63	2.06	1.91	2.26
LOC100288332	2.93	0.65	3.07	1.52	1.62	2.11	0.53	1.81	0.33	1.84
LOC100288346	0.13	0.23	0.22	0	0.02	0.02	0	0.25	0.19	0.05
LOC100288413	2.89	3.7	4.58	6.9	4.07	5.71	2.27	5.01	4.14	4.13
LOC100288428	0.94	1.17	1.34	1.72	1.36	0.79	1.36	1.01	0.84	0.99
LOC100288432	0.75	0.69	0.79	0.85	0.44	0.84	1.15	0.64	0.34	0.47
MTRNR2L7	0.11	0.05	0.07	0.07	0	0.11	0	0	0.1	0.09
DDX11L9	0	0	0.07	0.19	0	0.11	0.75	0.29	0	0.02
LOC100288520	0.09	0.02	0.19	0	0.32	0.23	0.27	0.04	0.01	0.06
REXO1L2P	0	0	0.12	0	0	0	0	0	0	0.04
LOC100288615	4.96	10.54	8.15	6.94	6.78	5.37	5.72	5.42	6.23	5.52
LOC100288637	2.88	2.65	3.47	2.85	2.06	1.31	2.38	0.72	1.43	1.79
DUX4	0	0	0.02	0	0	0	0	0.04	0	0.25
PAN3-AS1	1.8	2.36	2.79	2.44	2.33	2.83	2.83	1.11	2.31	2.38
LOC100288748	0.17	0.2	0.26	0.19	0.06	0.36	0.11	0.06	0.23	0.35
LOC100288778	3.06	1.87	6.99	2.05	2.55	3.26	3.02	1.17	1.34	3.38
LOC100288797	0.08	0	0	0	0	0.14	0	0	0	0.02
FRG2C	0.26	0.06	0.05	0.16	0	0	0	0	0	0.06
HYDIN2	7.93	11.37	12.79	8.47	3.83	10.07	5.78	6.26	7.03	11.62
LOC100288814	0.19	0	0.45	0.46	0	0.36	0.32	0	0.31	0.09
LOC100288842	0.7	0.32	0.35	0.69	0.54	0.34	1.1	0.91	0.5	0.67
LOC100288846	0.79	1.2	0.73	0.91	0.84	0.81	0.4	0.35	0.51	0.37
LOC100288911	0.23	0.25	0.5	0.08	0.02	0.25	0.16	0.31	0.11	0.19
LOC100288974	0	0.19	0.06	0.07	0	0.29	0	0	0.04	0.06
LOC100289019	9.92	9.61	9.74	4.85	2.22	9.98	6.98	7.19	4.82	8.14
LOC100289092	0.13	0.11	0.14	0.2	0	0.04	0	0.04	0	0.02
LOC100289137	2.31	1.33	6.86	1.87	2.93	6.09	4.63	4.8	3.1	3.35
LOC100289178	2.26	1.43	1.86	1.83	1	2.87	1.31	1.46	1.04	1.25
LOC100289187	1.2	0.83	0.76	0.53	0.54	0.38	0.86	0.16	0.76	0.48
LOC100289211	0.21	0	0.12	0.14	0	0	0	0	0	0.02
LOC100289230	2.65	3.35	2.31	2.48	1.6	2.65	2.06	1.65	1.91	2.41
LOC100289255	0	0.09	0.1	0.04	0	0.07	0	0	0	0.06
LOC100289341	4.34	2.67	2.94	2.55	2.27	2.27	1.71	1.92	1.24	3.54
LOC100289361	0	0.08	0.2	0.39	0.4	0.05	0.27	0.31	0.47	0.28
LOC100289373	0.58	0.28	0.52	0.98	0.16	0.18	0.21	0.25	0.83	0.46
LOC100289388	1.22	0.76	1.28	0.23	0	1.02	0.32	0.54	0.36	0.89
MCF2L-AS1	0	0.11	0.06	0.11	0.32	0	0.03	0	0	0.04
LOC100289473	0	0.19	0.2	0.22	0.16	0	0.43	0	0	0.14
LOC100289495	0.92	0.8	0.61	1.14	0.84	0.7	0.8	0.35	0.73	0.24
LOC100289509	0.49	1.79	0.68	0.3	0.24	0.52	0.48	0.35	0.34	0.26
LOC100289511	7.09	8.58	10.45	6.11	6.71	6.91	4.3	5.42	5.82	5.74
LOC100289561	2.01	1.23	2.61	1.22	0.32	1.25	1.34	0.72	1.36	1.55
ZNF605	17.65	24.68	17.09	17.11	8.12	13.26	26.79	18.24	16.86	17.52
LOC100289650	2.58	1.22	2.27	0.51	0.82	1.65	0.75	0.97	0.49	0.96
LOC100289656	0	0	0	0	0.08	0	0	0	0	0.01
LOC100289673	0	0.15	0.05	0.24	0	0.39	0	0.04	0.01	0.04
ZNF783	13.16	16.09	18.28	8.39	8.46	16.96	11.39	12.69	7.92	10.14
LOC100292680	0.77	0.6	0.77	0.16	0.14	0.75	0.51	0.43	0.19	0.48
LOC100293516	11	13.18	13.29	9.38	3.07	11.23	10.13	13.64	8.99	12.61
LOC100293534	0.08	0.09	0.12	0.05	0.04	0.3	0.05	0.08	0	0.15
LOC100294145	4.32	7.17	7.71	5.45	5.47	5.52	5.51	4.35	6.04	6.18
LOC100294362	15.58	11.28	10.61	6.15	3.01	12.97	9.63	3.85	5.6	5.32
NHEG1	0	0	0	0	0	0	0	0	0	0.01
CDH5	0.26	2.05	5.28	0.24	0.18	0.11	2.46	0.91	0.49	0.28
MIR1284	0	0	0	0	0.12	0.09	0	0.1	0	0
MIR1289-2	0.11	0.03	0.01	0	0	0	0	0	0	0
MIR1248	4.08	31.55	0.06	54.29	58.33	25.92	66.07	18.9	86.76	0.76
MIR1302-5	0	0.57	0.24	0.15	0.1	0.63	0.32	0.33	0	0.07
MIR1296	0.17	0.14	0.12	0.08	0	0.18	0.03	0.08	0.01	0.24
MIR1256	0.06	0	0.01	0	0	0.07	0.03	0	0	0
MIR1273	0	0.06	0.02	0	0	0	0.05	0	0.04	0
MIR1257	0.02	0.02	0.02	0	0.08	0	0	0	0	0.01
MIR1294	0	0.06	0	0.07	0	0	0	0	0	0.02
MIR1272	0.02	0	0.01	0	0	0	0	0	0	0
MIR548I3	0	0	0	0	0	0	0	0.04	0	0
MIR1255A	0	0	0.16	0.09	0	0.02	0	0.06	0.14	0.1
MIR548I1	0	0.05	0	0.11	0	0	0.05	0	0	0.01
MIR1302-8	0	0	0.02	0	0	0	0	0	0	0.01
MIR1304	0.09	0.12	0.04	0	0	0	0	0	0.06	0.02
MIR1236	0	0	0.09	0.18	0	0.05	0	0	0	0
MIR1254	0	0.09	0.02	0.08	0	0	0.08	0	0	0
MIR548I2	0	0.09	0	0	0	0	0	0	0	0
MIR548H3	0	0.06	0	0	0	0	0	0.04	0.07	0
LOC100302401	5.94	3.92	4.96	4.46	2.51	4.07	3.85	2.78	3.64	4.13
LOC100302640	1.86	1.51	0.7	0.95	1.1	0.72	0.27	0.33	0.27	0.47
LOC100302650	1.32	2.35	2.88	1.41	3.65	1.15	4.6	0.7	2.61	2.62
GPR75-ASB3	0.98	0.57	0.34	0.57	0.06	0.21	1.28	0.87	0.53	0.47
NCRNA00184	0	0.37	0.15	0.05	0.06	0.39	0.48	0.08	0.06	0.06
FTX	13.68	16.12	22.17	11.5	10.88	16.37	12.75	15.06	9.64	17.12
TMED7-TICAM2	0.64	0.86	0.7	1.03	0.72	1.15	2.25	0.41	0.86	0.58
PCNA-AS1	0	0.03	0.01	0.08	0	0	0.03	0	0.13	0
FAS-AS1	1.32	1.74	0.7	1.42	1.04	0.75	1.98	0.91	1.29	0.91
RNU6-42	0.08	0	0	0	0	0	0	0.04	0	0
SNORA80B	8.68	5.58	1.34	28.18	44.94	28.27	60.64	20.32	36.98	1.79
NCRUPAR	1.8	1.56	2.81	1.41	0.66	1.88	1.07	0.97	0.67	2.26
TSNAX-DISC1	0.56	1.39	0.62	0.54	0.76	0.47	1.44	1.11	1.17	0.3
ZEB2-AS1	0.08	0.6	0.2	0.58	0.56	0.2	0.19	0.12	0.27	0.38
LOC100303728	2.18	3.12	1.11	1.38	0.88	1.38	0.8	1.26	1.36	0.62
LOC100303749	4.64	3.29	3.39	1.94	1.52	2.47	2.51	1.63	3.57	2.04
PET117	2.2	1.57	1.48	1.37	1.68	1.2	1.23	1.77	1.43	1.54
LOC100306951	2.07	1.25	2.04	1.3	1.68	2.99	1.34	1.5	1.06	1.41
LOC100306975	2.52	1.94	1.01	1.72	1.1	0.93	1.02	1.17	0.8	1.24
OTX2OS1	0.02	0.06	0.56	0.62	0.04	1.56	0.08	0.19	0.26	0.6
SPDYE2L	0	0.22	0.07	0	0.08	0.14	0	0	0	0.11
ANKRD61	0.88	0.62	0.97	0.76	0.32	0.81	0.35	0.39	0.73	1.34
MIR320B2	0.02	0.02	0	0.05	0	0	0.05	0	0	0.02
MIR548K	0	0.02	0	0	0	0	0	0	0	0
MIR548F2	0	0	0.01	0.07	0	0	0	0	0	0.06
MIR2278	0.13	0.03	0	0	0	0	0	0	0	0
MIR548O	0.04	0.09	0.02	0	0	0	0	0	0	0
MIR548H1	0	0	0	0	0.12	0	0	0	0	0
MIR2115	0	0.03	0	0	0	0	0	0	0	0
MIR548J	0	0	0.02	0	0	0	0	0.12	0	0
HOTTIP	0	0.03	0	0	0	0	0	0	0	0.01
SAP25	0.24	0.65	0.56	0.6	0	0.64	0.59	0.29	0.37	0.05
LOC100329109	2.33	4.37	2.41	3.27	1.52	3.74	2.73	4.45	2.8	2.84
LOC100329135	0	0.03	0.02	0	0	0	0	0	0	0.15
LOC100335030	6.82	7.47	9.96	5.07	2.53	8.9	4.52	5.3	4.34	6.89
SNORA70F	0	0.12	0.15	0	0	0.13	0.61	0.33	0.23	0.27
NCRNA00102	0.38	0.37	0.7	0.98	0.24	0.11	0	0.25	0.11	0.41
CHAF1A	5.75	5.11	5.96	5.47	5.51	6.18	5.53	4.76	3.96	4.19
SNORA70G	2.16	1.54	4.06	1.84	0.48	2.47	1.58	1.96	1.69	3.6
SNORA70D	0	0.02	0.01	0.05	0	0	0	0.16	0.03	0.02
MACROD2-AS1	0.38	0.65	0.52	0.57	0	0.59	0.7	0.37	0.17	0.47
TMED11P	0	0.09	0.04	0.05	0	0.02	0.21	0.25	0.01	0.02
LOC100379224	1.48	1.87	0.67	0.84	0.46	0.54	0.61	1.3	1.39	0.93
BOK-AS1	0.32	0.14	0.05	0.24	0	0.36	0.03	0.02	0.03	0.05
SNORA70E	0.11	0	0.02	0	0	0	0	0	0	0.05
NPPA-AS1	1.54	3.02	1.54	2.83	0.08	1.88	0.91	1.24	0.93	1.39
MIR181A2HG	1.39	0.96	1.69	1.56	0.72	1.52	1.58	0.29	1.13	1.3
BACE1-AS	1.07	1.93	2.71	1.1	0.88	2.42	1.98	1.05	1.86	2.34
NCRNA00258	0.68	1.33	0.92	1.21	0.12	1.2	1.95	1.28	0.67	0.88
PARP2	7.89	8.95	8.67	6.49	5.45	8.83	8.77	6.76	6.19	5.61
ZBED6	158.78	199.3	249.82	213.16	146.36	161.52	186.06	205.46	238.6	322.92
PARP3	7.73	5.92	8.72	5.26	7.7	8.76	9.46	6.59	9.14	8.44
CDH6	6.75	6.88	10.72	2.95	1.88	5	5.61	15.21	5.6	14.72
TOM1L1	27.73	14.16	19.43	26.56	25.32	23.66	22.16	25.92	23.73	21.39
LOC100419868	0	0.28	0.16	0.33	0	0.25	0.05	0.04	0.49	0.06
HMGXB4	24.87	24.07	22.63	21.92	16.16	21.05	21.26	23.66	16.27	21.67
LOC100422737	0	0	0	0	0	0	0	0.04	0	0
MIR4305	0	0.03	0.02	0	0.02	0	0	0.04	0.09	0.03
IGLL5	0.81	5.34	4.79	1.95	1.98	0.23	6.12	0.27	2.04	3.16
TOM1	31.03	41.75	58.99	28.3	39.11	50.46	33.98	30.75	30.56	48.23
KLRF2	0	0	0.01	0	0	0	0	0.02	0	0
SH2D3C	0.53	1.1	3.25	0.89	0.7	0.32	6.55	0.41	1.04	1.43
SH2D3A	0.32	0.57	0.79	0.22	0	0.54	0.48	0.1	0.39	0.58
MAMLD1	9	12.7	15.85	7.98	4.37	17.82	9.95	16.82	10.14	16.92
LOC100462953	3.12	3.12	2.72	4.15	2.71	3.85	1.93	2.49	1.53	2.43
MTRNR2L1	4792.04	8976.18	5249.77	3798.93	4954.95	5000.07	3352.09	2540.64	4751.35	4728.04
MTRNR2L2	17588.31	48336.24	14429.93	17318.67	21034.09	26714.28	21170.92	8613.29	27286.82	13904.12
MTRNR2L3	2.71	685.46	3.13	5.41	2.2	3.37	3.37	222.36	4.39	476.23
MTRNR2L4	117.39	166.24	96.1	112.73	190.84	179.69	142.88	59.33	156.03	92.79
MTRNR2L5	0.79	1.79	1.74	0.47	1.22	1.24	0.64	0.72	0.74	1.21
MTRNR2L6	1097.99	1995.99	894.79	1202.83	1836.79	2097.47	1931.57	636.29	2037.76	1164.73
MTRNR2L8	6293.96	14619.49	5371.74	6595.32	9057.94	11744.55	8400.87	3753.93	10226.81	5267.28
MTRNR2L10	53.78	20.55	72.32	11.5	87.45	82.44	0.8	10.06	13.1	19.51
CST8	0	0	0.01	0	0	0	0	0	0	0
RANBP9	44.06	38.17	38.83	43.86	34.18	35.74	38.74	32.91	46.37	40.41
DNAJB6	57.14	65.86	55.49	65.05	52.32	65.63	54.62	64.59	61.38	49.66
LOC100498859	0	0.12	0.07	0.19	0.2	0.11	0	0.31	0.09	0.12
LOC100499177	24.4	29.76	27.03	24.42	20.65	15.51	19.78	20.75	21.83	20.15
LOC100499183	0	0.12	0.14	0.26	0	0.11	0.21	0.08	0	0.05
LOC100499194	7.56	9.04	8.53	6.76	5.75	5	3.37	3.3	1.69	6.09
LOC100499227	0	0.19	0.24	0.23	0.44	0.11	0.13	0.25	0.01	0.4
LOC100499405	0.55	0.62	0.94	0.69	0.48	0.66	0.67	0.89	2.49	0.31
