geneNames	GSE138518_GSM4110156	GSE138518_GSM4110157	GSE138518_GSM4110158	GSE138518_GSM4110159	GSE138518_GSM4110160	GSE138518_GSM4110161	GSE155489_GSM4705199	GSE155489_GSM4705200	GSE155489_GSM4705201	GSE155489_GSM4705202	GSE155489_GSM4705203	GSE155489_GSM4705204	GSE155489_GSM4705205	GSE155489_GSM4705206	GSE193123_GSM5773736	GSE193123_GSM5773737	GSE193123_GSM5773738	GSE193123_GSM5773739	GSE193123_GSM5773740	GSE193123_GSM5773741
UTP18	327	844	940	1001	1047	611	288	191	157	235	249	229	223	154	662	658	640	866	848	1177
RNF216	716	1970	1983	2023	1509	938	216	275	144	183	252	219	188	199	1299	1316	1334	1301	1363	2146
TTC19	734	848	1019	1009	995	682	500	365	265	346	514	378	431	380	871	1086	1059	818	988	592
PTBP1	3153	8818	8544	8876	4906	3684	503	454	417	574	525	484	325	390	4256	4193	4516	5436	6642	6406
DPF1	90	77	93	62	68	34	24	16	14	15	9	4	9	13	14	14	19	22	41	9
SYT7	380	1529	668	461	378	293	38	19	12	12	4	11	8	5	266	358	376	221	307	32
LARS2	126	327	501	644	287	297	101	103	69	58	104	90	37	51	451	702	732	426	770	382
PIK3C2A	294	1123	507	909	712	670	539	425	283	391	569	575	254	225	952	974	1353	697	1157	550
PLAUR	562	749	714	1274	912	406	269	140	180	227	149	148	218	180	4065	2830	2052	6601	3733	7209
ANLN	11	27	23	52	110	166	53	34	75	63	30	28	27	24	75	201	66	44	169	148
WIZ	1436	4203	3982	3608	3021	2121	127	93	70	127	116	62	68	68	896	1159	1170	891	1418	994
RABGAP1	320	1326	1181	1098	827	768	372	453	260	318	418	333	219	252	980	1210	975	740	834	1034
DCN	664	6017	4367	4936	2786	3053	7421	4479	2850	4466	2219	2443	3576	2712	5911	7908	4840	18809	9495	4160
QPCTL	484	1688	1137	725	612	282	56	22	47	65	23	34	18	27	969	476	736	539	592	301
PPP5C	561	1319	1119	1217	992	612	248	198	125	186	221	230	128	160	844	1209	1298	1178	1997	929
CEP68	129	336	231	332	472	342	215	162	90	120	192	148	78	82	261	337	289	328	271	433
MAP4K3	147	456	270	388	290	271	242	166	132	120	200	176	120	113	432	521	575	345	521	214
ZBTB32	0	0	2	0	0	4	7	1	1	5	2	1	1	0	19	10	21	23	23	44
TYROBP	43	18	67	98	508	68	116	50	9	10	6	13	40	45	2366	1994	1070	2493	660	10578
TMEM159	40	97	125	133	53	93	109	99	80	114	67	58	57	51	78	120	71	49	70	92
BRCA1	65	55	73	26	70	64	23	27	40	52	33	38	17	18	92	145	87	51	110	156
ERCC1	2742	3825	4757	7141	4351	1939	780	507	394	480	964	963	689	569	888	1015	849	1152	1017	575
CD22	128	474	230	275	127	40	27	18	15	28	19	22	21	23	1805	2253	1162	1118	792	3988
SEMA3B	1866	6136	4171	2448	3559	1687	202	154	127	158	92	85	96	120	1114	1108	1038	842	1029	170
MBTPS2	98	589	443	467	438	437	265	235	186	235	269	254	226	221	568	603	956	424	1041	214
PRICKLE3	182	576	495	344	326	235	41	42	35	30	28	12	16	16	213	305	262	272	265	217
LTF	3	0	0	5	45	0	13	12	2	6	1	5	1	4	51	25	23	47	66	121
EXTL3	360	901	1049	628	529	444	51	46	29	54	32	35	21	32	578	752	793	490	773	652
NR1H4	0	289	197	245	277	78	70	37	43	65	118	134	58	48	75	198	109	27	8	2
ELOVL5	1445	33039	9885	19417	11428	4617	9018	8762	3020	4298	5103	4002	4180	4467	14160	7757	11467	8378	6783	1757
ALOX5	4029	7224	6851	2335	6672	2661	855	682	723	855	167	203	623	651	27	17	3	14	3	72
CALCOCO1	887	1923	1416	1424	2118	1055	362	355	189	283	281	253	113	167	1858	1707	1475	2033	1343	2255
UBR7	244	564	563	518	598	325	209	223	142	186	162	134	113	148	10	15	16	9	8	14
MAP4K5	296	1067	1178	760	901	1090	748	646	436	492	438	327	399	413	623	659	648	645	844	444
EHD3	34	129	222	96	110	81	12	15	6	15	21	16	6	5	131	316	190	87	329	106
PSMC4	1581	3818	4202	6096	5078	1985	1182	664	543	726	834	824	1088	971	0	0	0	0	0	0
MAN2B2	1078	2328	1775	2412	2092	1250	160	141	125	168	221	198	77	83	1115	1588	1104	855	564	1376
SLC7A14	13	2	2	2	1	3	18	7	11	8	20	15	8	7	0	1	1	0	2	0
CLDN11	440	716	845	1276	606	675	725	481	531	646	2405	1986	1698	1466	69	96	39	52	72	22
SLC25A39	3085	2842	3848	4279	3373	1263	338	230	187	234	356	345	197	235	2520	3400	2949	2658	2905	2185
MVP	7906	13812	20474	21357	15778	7076	418	362	343	395	573	432	218	240	4672	5714	5669	6558	5503	6693
NUB1	488	1148	1223	1128	1314	875	526	403	313	439	467	397	369	305	1754	1244	1232	1290	1257	2246
PGM3	435	1753	1982	2252	1590	1208	1107	810	705	826	788	687	862	725	910	891	1177	1508	1976	633
RWDD2A	45	144	210	154	188	119	135	87	62	70	108	100	82	69	161	192	161	265	191	140
CLK1	332	1347	1359	1854	991	829	1512	1081	646	923	1803	1549	884	746	2857	1967	2284	2859	2160	3592
POLR3B	167	504	441	391	454	300	142	133	121	140	153	114	114	94	343	387	530	323	608	153
ANGEL1	77	628	496	616	415	397	41	76	40	64	84	80	26	24	882	815	637	442	587	896
RNF14	1025	2691	3147	2617	2226	1936	1737	1128	701	915	2724	2594	1231	1066	1257	1392	1308	1026	1208	685
DNASE1L1	110	96	159	120	161	26	26	15	19	20	15	14	6	22	94	169	73	111	73	296
DDX11	24	138	113	416	336	86	4	5	12	12	8	7	6	5	257	101	307	141	392	215
HEBP1	512	1364	1910	2646	1438	561	408	335	244	293	362	320	179	175	1086	1241	1098	1396	994	1644
GPRC5A	1267	7076	3891	3647	3305	884	328	318	214	225	302	202	831	868	163	80	99	199	127	25
MAMLD1	200	2345	363	682	472	132	95	101	36	70	24	22	155	112	189	141	110	195	284	57
CD6	0	2	0	13	42	0	4	6	7	5	4	0	1	9	700	333	664	907	398	2886
TACC3	451	459	448	309	608	221	28	9	12	18	18	10	14	7	462	513	372	676	392	1532
UFL1	181	666	449	578	530	436	479	351	216	316	502	494	388	318	827	868	1012	609	1010	460
POLA2	127	152	223	138	236	119	29	26	22	27	30	17	20	26	81	55	62	95	55	119
ZC3H3	1961	4261	6330	2427	1821	3943	28	42	136	210	75	52	74	93	331	283	378	461	433	526
CAPN1	3736	5932	8322	6212	5541	3006	209	143	135	220	169	145	103	106	1938	3110	2921	2603	3053	2906
ACPP	438	8014	2349	6140	1373	2319	676	570	579	624	3956	3539	1569	1318	540	715	383	672	552	161
MDH1	3536	12213	11669	16798	13608	6378	12967	6227	5682	7260	18306	17132	12723	9992	2674	2727	3193	3227	2641	1944
SLC30A9	572	1593	1468	1533	1419	942	1083	802	564	710	1125	956	814	703	1612	1755	1955	1128	1748	775
MTMR11	182	350	411	538	283	276	104	75	80	95	122	118	68	56	278	182	133	147	113	35
COX15	353	761	848	1139	669	411	171	149	129	138	313	257	178	131	543	742	600	408	537	412
CCDC88C	11	63	52	93	85	47	22	14	15	3	4	2	6	7	612	460	726	529	440	1958
YAF2	589	417	490	508	539	174	465	268	253	303	248	255	236	209	393	348	316	444	424	268
ZMYND11	778	2668	2296	1971	1559	1717	745	568	444	570	765	755	788	711	1224	1371	1578	1223	1662	908
WAS	29	54	58	113	417	44	4	2	3	2	3	3	3	3	973	483	461	973	334	3074
DPEP1	0	17	5	0	2	0	12	1	2	4	0	2	0	3	0	0	1	0	0	1
BID	295	274	446	286	574	299	215	113	98	138	127	139	142	137	604	568	357	937	589	1704
MATR3	1400	3607	2909	3880	2710	1617	3087	3368	2083	2768	2673	2577	2666	2373	80	66	84	34	84	49
NPC1L1	0	20	2	2	6	0	25	2	2	2	1	8	3	5	9	19	6	6	2	7
XYLT2	1200	2296	2957	1545	1274	900	33	14	20	35	48	41	14	14	1032	1085	999	767	852	594
RGPD5	126	814	475	677	456	313	72	129	58	57	56	61	40	62	34	31	43	15	94	30
STMN4	24	5	26	20	0	5	7	1	1	0	2	0	3	2	7	27	2	23	10	5
NUDCD3	1051	1097	2448	2560	1663	1201	194	167	110	145	163	181	105	102	1164	1472	1404	1074	1267	1274
ISL1	2	0	0	0	0	0	1	2	5	2	5	4	0	2	0	0	0	1	0	0
CHDH	13	31	169	4	38	56	41	23	9	22	4	6	17	66	21	11	4	9	15	17
IL20RA	0	3	5	16	0	8	7	1	5	0	6	5	4	7	3	13	8	3	6	1
GLT8D1	263	745	1024	793	721	425	497	275	181	248	293	272	355	293	1051	997	939	892	1031	723
ATP2C1	871	4385	3463	2322	3114	1913	1133	753	607	788	503	438	988	923	3843	4012	4419	2413	3426	1407
IGF1	4	0	0	2	4	2	12	9	38	27	23	10	13	12	3	2	1	0	0	2
SLC38A5	265	722	250	577	235	526	64	33	25	21	38	24	178	181	252	354	321	255	523	263
RALBP1	4293	2992	4333	3655	3294	1714	327	293	234	239	312	276	212	179	2594	2104	2160	1836	1948	1602
RUFY3	1180	1967	2461	2311	2433	1827	1288	1185	841	1141	576	545	512	471	1009	1050	1085	614	642	607
CNTN1	18	43	60	42	123	55	48	28	102	131	39	29	21	29	8	22	3	9	2	2
SLC11A1	45	45	62	323	673	69	24	25	11	18	7	3	8	18	3278	3043	1581	4047	1538	8598
WWTR1	1377	2971	1510	1618	1629	1376	911	978	523	858	361	321	818	873	1188	1490	1423	1402	1634	212
AGPS	322	1126	1006	814	845	943	476	301	218	270	312	273	366	371	871	1110	1213	863	1509	1120
CXorf56	242	432	550	545	581	235	172	176	148	185	189	165	134	147	312	356	344	378	390	448
ATP1A2	0	0	2	2	2	0	21	13	8	5	3	5	1	5	8	1	2	3	2	0
TTC27	629	1548	3085	3148	3247	1750	1345	994	610	908	657	689	683	508	621	591	819	571	673	312
ZNF582	18	48	70	60	61	57	26	35	21	35	37	32	27	19	35	60	64	41	66	46
PHLDB1	1818	3177	2258	2285	1181	987	178	131	134	210	109	47	118	125	541	1272	873	1005	2143	329
MARCO	8	0	10	17	203	0	6	1	1	4	0	1	1	8	110	187	69	991	281	422
CYP24A1	0	2	0	0	2	0	8	2	2	1	4	1	1	2	0	2	0	2	0	0
PRDM11	35	227	346	464	267	192	32	12	7	23	13	17	3	7	64	99	82	57	93	136
SYT13	2	13	0	0	2	4	7	6	2	3	2	0	3	0	0	0	0	0	0	0
SNAI2	158	623	982	1805	483	665	391	315	248	340	421	324	1050	787	127	218	211	169	365	62
CD74	2048	1750	4583	2590	4217	1501	933	796	244	406	402	264	634	531	11243	18858	4888	5385	3208	49877
HGF	24	325	363	644	265	202	402	128	141	161	198	174	124	121	39	93	45	70	56	61
ZRANB1	133	887	728	1061	511	378	533	377	246	271	348	294	201	151	429	360	349	293	361	345
NCDN	1007	2980	2537	2200	1491	1184	74	61	44	86	61	42	55	56	849	1293	1411	1069	1498	684
ADGRA2	90	25	101	62	41	35	75	27	20	38	34	37	24	29	21	164	62	36	64	74
CCT8L1P	0	0	2	2	5	0	4	2	2	7	0	2	2	1	0	0	0	2	4	0
ZFP64	238	625	253	380	356	262	73	83	42	60	53	48	46	43	113	281	268	212	300	143
MNAT1	86	175	234	312	422	180	248	196	145	180	247	238	191	210	194	216	245	230	291	66
SAMD4A	233	478	343	438	437	206	151	143	86	99	34	27	41	61	306	271	174	400	443	166
RUNX3	0	8	6	82	93	0	9	3	2	5	0	1	3	5	832	563	735	841	377	2632
MRE11	54	165	370	329	235	331	182	188	121	175	145	99	108	78	445	334	449	362	420	664
PLEKHB1	88	160	209	156	220	96	38	37	25	25	25	24	26	29	56	124	38	111	63	227
SERPINB1	836	2482	2218	4402	2497	924	1114	816	573	779	1832	1794	826	652	1785	1853	1991	1940	1569	2236
CYP3A43	79	61	60	65	61	60	47	36	36	24	32	43	41	19	7	5	5	2	4	0
SLC7A9	6	24	56	27	22	14	16	12	3	9	15	13	3	3	5	4	4	1	0	6
SPAST	76	317	336	296	185	280	213	151	143	154	256	276	134	118	413	452	459	376	472	572
NRXN3	14	23	85	0	63	98	71	61	42	65	25	23	27	34	5	39	18	9	10	2
OSBPL5	452	745	1327	820	832	532	31	16	7	4	22	14	5	7	269	346	274	313	194	359
AQR	329	922	665	1296	886	818	374	358	247	305	436	372	263	260	710	805	897	546	700	883
CPS1	2	7	21	29	5	4	13	8	79	68	65	63	17	11	18	46	42	10	19	7
FHL1	30	340	154	485	115	43	84	62	49	40	80	64	19	15	327	219	178	235	154	141
RTF2	678	2666	2215	2065	3017	1320	702	424	331	460	566	491	621	520	1400	1455	1387	1532	1480	1659
NLRP2	468	556	332	571	293	307	67	62	7	14	98	68	68	88	0	0	0	0	0	0
SLC45A4	94	311	235	238	304	146	15	6	7	11	12	9	12	6	499	458	256	316	250	1378
RNF10	3244	6983	6635	5268	4762	2587	815	878	594	737	686	613	421	465	4373	4453	4821	4079	4202	3123
ZNF839	272	501	322	362	306	186	38	38	24	37	65	83	27	29	159	202	166	156	163	175
ZDHHC6	290	715	787	715	681	458	485	288	215	268	397	309	479	411	820	826	801	916	791	1034
GRAMD1B	5371	32303	12699	33011	14302	10873	2119	1678	1472	1982	2521	2175	2145	2337	16422	20025	32768	11660	19573	1296
RNH1	2670	4825	5081	6255	4745	1869	309	249	285	327	373	371	236	255	103	87	138	94	164	167
NDUFS1	640	2205	1998	2906	2403	1493	870	681	569	652	1150	1142	650	714	191	434	305	207	166	114
RB1CC1	408	1411	1346	1321	1314	1523	1138	813	581	760	760	708	623	545	1231	1080	1212	983	1294	912
ERP44	256	1802	1459	2232	1593	1075	905	493	440	657	1075	1026	1143	807	1407	1434	1258	1308	1126	1797
ALAS1	713	2940	1846	3185	1785	902	463	256	297	432	546	521	547	436	1833	2269	2147	1726	1663	1256
BIRC3	168	367	354	154	273	247	104	107	96	73	242	220	122	149	4788	3242	3834	4365	4816	4156
AKAP11	319	1996	1116	942	821	1875	559	331	300	407	477	384	338	366	1093	1087	1387	637	1262	837
GLRX2	180	371	511	322	383	255	637	393	315	484	376	329	408	316	531	432	573	604	645	417
SNAPC1	124	301	211	355	281	249	290	227	136	234	262	235	161	147	483	441	300	658	661	374
DERA	389	366	638	972	867	439	825	338	423	428	1085	1066	720	518	468	699	659	507	540	409
STRAP	1472	4028	4994	5093	4012	2916	2538	1750	1450	1966	2673	2481	2765	2231	2751	2705	3422	3292	4248	1517
ABCC2	12	17	36	18	26	8	24	9	20	15	31	7	12	13	57	41	56	76	49	114
DEF6	218	260	268	128	332	37	9	10	8	6	11	5	10	3	506	393	442	683	277	2086
PLEKHO1	2516	3704	4563	3287	2616	912	277	175	138	175	45	46	164	161	1905	1080	785	2418	1220	3978
GCLM	386	1603	1064	933	811	677	423	374	199	306	276	278	229	267	557	813	908	918	956	698
UBR2	226	1092	670	1092	822	754	469	482	249	372	413	357	244	257	1248	938	1123	819	1003	1658
EHD2	4172	12017	10998	10049	8059	4457	210	292	232	275	204	187	111	130	2564	3602	4471	3647	4899	786
DEPDC1	6	5	14	0	14	48	36	24	48	39	39	24	17	8	26	84	18	21	55	46
CCDC28A	233	539	505	492	400	218	449	224	146	211	385	396	295	192	360	371	308	377	210	486
RRAGD	125	385	273	62	187	108	42	75	23	29	24	32	32	35	528	644	442	431	302	1252
HSF2	60	113	138	207	118	154	221	147	130	191	134	147	119	103	295	322	419	326	335	289
PHF20	2353	1431	1925	1142	1146	813	438	381	227	272	298	271	253	246	747	901	931	844	884	1001
HSD17B6	12	106	33	24	23	14	31	30	22	39	41	31	33	28	10	6	4	11	3	8
NR1H3	469	382	617	604	460	175	111	121	87	108	149	136	92	98	862	891	440	534	367	2206
TYMP	4160	4579	8558	5263	4296	1042	86	73	43	52	29	23	27	40	4327	1452	1521	3203	2146	11233
NCAPH2	1309	1991	2339	1735	1668	780	113	65	67	87	78	77	70	66	480	541	473	572	464	730
TOMM34	2767	4446	5957	10005	4671	1614	1000	647	473	627	730	657	899	858	2619	2234	3188	2340	3245	1063
SEC63	916	2844	2804	2462	1575	957	843	610	396	509	730	688	749	663	2539	2151	2228	1801	2330	1448
KPNA6	1095	2539	3185	1669	1073	1301	681	600	365	516	512	458	340	323	1504	1563	1614	1308	1764	1351
VIM	27045	38075	47843	71365	56303	20629	9779	8100	7098	9861	7097	6222	5494	4595	6693	18639	11984	10003	9165	13818
RTEL1-TNFRSF6B	142	1437	1605	543	379	254	83	69	62	100	168	131	32	40	105	71	110	69	123	85
FAS	15	287	250	569	432	162	235	213	242	234	215	132	389	283	356	278	209	216	257	405
RNASET2	117	893	737	609	886	257	93	57	37	54	121	100	48	49	658	741	497	554	342	1543
CD44	199	535	723	596	420	490	177	113	139	170	223	225	332	342	4699	3109	2050	5554	4266	13577
KCNG1	242	921	1113	692	434	274	7	2	10	6	11	8	23	31	46	33	15	94	210	55
AGPAT4	118	329	276	606	222	173	253	247	156	220	48	41	59	59	491	466	366	396	257	1195
SLAMF7	0	5	0	5	42	0	19	17	21	1	4	3	3	6	6213	1967	1680	4748	1797	13640
BTN3A1	188	208	129	187	159	129	70	55	40	48	67	48	34	27	2402	1360	1678	1380	1100	3259
MIPEP	108	326	239	417	228	170	48	56	35	49	84	85	69	67	186	323	302	261	358	176
PRKCH	1428	1579	2071	3353	2534	1335	1421	1137	845	995	1533	1338	1349	1145	2558	1637	2764	3052	2655	1928
INSRR	6	13	0	6	4	0	12	7	3	6	1	0	3	0	13	4	16	10	11	20
IFNGR1	199	1115	891	1272	859	585	614	373	391	532	508	549	800	605	2792	2150	1770	2722	1276	6848
B4GALT7	366	897	658	991	977	469	64	39	49	50	111	78	37	53	608	757	745	690	686	649
SH2D2A	65	437	50	35	98	19	18	3	2	2	4	2	35	43	333	180	352	378	221	810
VRK2	138	262	300	582	425	280	308	174	113	167	210	225	192	136	259	272	296	182	242	242
TNFRSF1B	92	115	280	518	1166	160	27	8	8	9	9	5	15	13	5206	3679	2460	5119	1896	14067
VEZT	574	1174	1382	1136	1385	889	838	804	597	738	633	583	619	558	978	1160	1105	695	984	535
POU2F2	96	16	51	54	127	4	16	10	8	5	4	2	6	4	361	257	196	707	370	1272
BRD9	4039	1685	2294	1952	1126	693	143	107	72	85	110	105	74	89	735	703	821	839	941	1098
SNX1	1470	2450	3661	3902	3565	2404	760	565	609	871	780	678	451	445	2619	3146	2804	2522	2491	3361
TBPL1	268	514	1292	707	426	568	500	269	206	327	830	735	505	381	250	197	201	254	240	206
ARNTL2	44	60	134	89	133	113	38	33	33	41	20	18	31	11	304	190	192	393	474	492
BCLAF1	713	1743	1123	1975	1287	1265	1882	1787	1000	1228	1674	1573	1653	1500	2703	2417	2860	2275	2956	2806
SLC39A9	529	743	430	426	423	304	875	623	419	548	764	778	639	582	1787	1584	1395	1217	1469	1057
ANK1	182	201	93	117	151	47	20	14	9	14	13	10	6	7	92	107	81	33	64	125
TFB1M	103	196	158	212	149	141	167	107	52	75	197	238	159	162	147	260	246	194	259	188
RABEP1	915	2091	1914	1502	1680	1293	660	478	364	522	509	478	464	401	1053	1138	1315	736	1157	920
HMGB3	161	100	273	186	342	171	116	61	49	98	101	97	104	75	137	211	136	157	267	206
NUP160	58	561	430	754	526	536	301	256	183	228	328	260	169	133	122	113	121	79	84	137
BAK1	454	1147	1005	2018	982	665	112	77	74	103	170	128	81	47	709	720	729	645	910	929
IKZF2	8	31	19	38	30	44	45	28	60	55	96	68	26	34	169	162	158	77	87	145
GRN	1247	4594	5306	5514	3893	1723	595	663	418	537	719	554	311	353	8547	11520	5413	7126	4176	38828
FAM13B	156	1124	855	755	727	704	647	486	375	495	361	308	240	237	611	756	871	537	678	740
ARHGAP31	840	2693	2911	3362	1998	2028	138	106	111	120	182	146	152	133	437	616	695	395	741	756
CENPQ	0	59	34	32	23	25	56	22	23	31	33	32	30	27	70	87	47	54	62	82
SARS	3306	5679	7084	7928	7089	2693	1399	972	754	878	867	831	1128	982	3195	2683	2664	2906	3094	2082
RANBP3	1190	2185	2678	2459	2030	1132	132	83	103	140	151	90	76	64	972	1229	1127	1291	1253	1483
ARID4A	1096	424	676	1271	619	313	301	210	232	275	230	209	203	233	626	414	354	395	321	680
EIPR1	383	840	781	1375	806	392	215	127	105	127	242	212	234	192	402	595	671	579	714	469
PNPLA6	1796	4783	4160	2793	2639	1681	88	44	69	85	52	62	60	68	2531	2639	1865	3312	2148	5541
IFT88	70	143	199	217	222	97	121	110	61	95	157	127	64	81	133	228	219	168	250	194
ALG1	155	517	739	1103	712	297	95	82	72	87	130	157	77	83	234	368	428	354	485	384
ZCCHC8	200	714	743	479	609	277	224	210	148	212	239	188	181	181	484	422	456	529	509	719
ABCF2	1137	2301	3057	3028	2060	1442	211	175	226	243	341	314	151	189	272	296	357	503	525	281
CHPF2	1535	3295	2786	4648	2891	1833	153	136	127	129	175	157	70	83	2930	2521	2576	2681	3518	2274
LRRC7	1	10	4	8	5	2	25	22	48	23	49	25	25	29	11	14	7	8	10	20
FUT8	55	212	191	218	187	112	80	46	63	75	55	56	43	44	178	249	269	205	340	202
UBA6	119	878	603	934	608	779	913	560	464	673	681	618	498	488	1601	1384	1747	1271	1792	1020
GAB2	1736	2739	2064	1272	1720	1086	164	149	95	110	49	55	99	86	2196	1510	1176	1162	1306	2537
ATP6V0A1	517	2693	562	798	801	854	246	193	175	258	147	158	147	150	1889	1917	1338	1092	1181	3782
PIAS1	223	522	653	506	446	408	484	353	238	330	324	288	310	240	747	609	599	566	550	1410
SLC4A7	380	236	158	223	279	286	406	291	164	211	127	85	135	123	776	712	821	600	858	668
APBA2	62	680	397	245	151	119	23	10	14	5	6	7	11	18	66	38	108	76	64	125
MAP2K3	327	1232	986	3974	945	411	105	55	122	180	103	70	45	52	938	825	720	1263	1284	1706
EFCAB1	0	4	11	3	0	0	12	11	6	4	4	3	3	5	0	2	1	0	3	4
TMSB10	384003	253097	480459	273968	360509	117276	124125	64991	65829	96318	77662	81871	151499	123824	48638	35371	29134	56889	28462	22147
ASTE1	57	199	268	210	214	162	151	138	111	129	141	115	198	183	117	128	132	130	123	163
RNF19A	212	1244	904	1106	848	870	1387	1217	674	943	668	621	1088	1034	1730	1365	1534	1172	1503	997
PEX3	10	238	180	214	241	153	132	96	69	101	172	185	226	193	221	258	352	223	323	159
GABARAPL2	774	1867	1856	1716	1764	1030	1967	1384	1093	1391	1066	841	834	765	1654	1822	1550	2294	1387	1818
MYOC	0	0	0	6	0	0	4	0	0	3	2	2	0	2	0	0	1	0	0	0
SH3YL1	63	314	238	186	247	164	185	126	128	131	155	130	126	144	573	521	525	434	418	358
FAM136A	703	940	1393	908	965	744	263	197	181	261	468	384	239	219	764	889	927	916	1163	799
VCL	2443	5633	4418	14544	15687	7948	4745	5411	3597	4743	2238	2070	1936	1960	3448	4846	4442	2546	4369	1300
DEPDC1B	0	35	16	0	8	30	15	9	23	14	8	6	16	13	16	18	1	6	15	12
DAPK2	12	0	4	14	41	7	29	18	7	8	8	4	4	6	117	132	114	132	86	153
NSMAF	321	742	882	831	647	548	267	277	180	207	245	206	172	131	2227	1513	1244	2298	1172	4466
ADSS	148	798	607	634	638	488	471	309	265	369	225	216	240	225	868	774	789	835	970	849
STAP1	0	0	0	2	0	4	3	1	11	6	6	3	0	1	13	37	3	23	7	43
TIMP2	1394	3049	3154	1121	1633	2999	545	314	362	541	369	310	523	454	2705	6118	3199	2508	3167	5154
RFC1	522	1443	1423	1377	1315	951	466	371	263	343	432	350	337	307	1182	1154	1192	829	1228	775
TBC1D23	211	798	626	1104	1043	787	1449	1083	673	902	517	534	689	544	2245	2197	2635	3198	4075	1119
CUL3	558	1811	1604	1428	1552	1123	524	344	288	441	461	380	380	326	1224	1436	1608	1327	1568	1274
MYOM2	17	11	5	21	33	27	22	11	1	7	21	27	4	7	1	2	0	2	0	5
OTC	0	6	2	0	0	0	7	1	4	1	4	2	10	12	1	0	1	0	0	1
CYP46A1	0	8	0	12	12	3	26	6	5	7	4	11	18	6	4	18	6	0	6	7
AC118549.1	340	429	435	377	318	465	455	352	243	373	412	350	221	201	638	621	756	572	900	638
SLC18A1	0	3	0	0	2	0	6	6	5	4	7	2	5	7	2	0	0	4	0	8
USP2	31	46	31	33	44	10	7	2	3	13	3	5	1	1	13	17	8	5	25	3
CASR	7	16	34	4	74	8	8	7	14	14	5	7	9	3	2	0	0	2	4	0
TUBG2	510	942	1014	1056	612	364	89	93	57	95	158	154	62	68	398	423	344	387	363	231
RPL26L1	660	1005	1277	1818	1309	489	639	387	342	493	809	726	743	584	374	413	464	561	661	314
FLT4	0	5	63	14	15	20	26	4	4	12	1	2	7	6	26	62	67	48	57	272
NSUN2	241	1364	1575	1469	1014	610	206	109	168	192	290	189	137	91	1326	1308	1530	1525	2001	1681
FBXO42	856	1995	2384	1535	1402	1064	326	392	157	235	262	243	213	218	583	677	811	724	794	642
MFAP3	8	331	129	182	35	39	130	92	108	105	122	101	80	97	255	359	486	229	623	216
MRI1	67	831	418	500	478	236	52	45	75	84	35	68	25	21	219	276	384	368	340	471
METTL1	423	313	713	794	436	233	215	108	84	113	180	173	187	179	287	351	336	491	421	281
HOXC8	118	39	146	67	70	67	22	9	14	6	4	6	9	12	30	14	26	34	60	6
AGA	66	254	284	532	399	229	283	236	177	177	361	305	231	181	387	324	476	306	361	234
PI4K2B	117	308	462	321	438	408	131	79	65	88	66	68	67	27	489	458	439	449	660	353
BOD1L1	2894	2946	2869	2063	2212	1503	379	295	283	347	483	433	301	250	1317	943	1219	804	1135	1520
MAT2B	201	647	665	743	560	566	810	583	309	426	537	478	384	302	1496	1469	1430	1566	1411	2204
TLL1	0	0	4	17	0	7	19	5	29	43	34	22	8	12	22	6	19	131	145	2
EDC4	779	2371	1628	2052	1648	1017	100	82	83	115	94	66	42	36	877	908	942	841	1080	1305
TRIO	1702	10285	4749	4921	3057	3555	546	533	356	464	503	500	886	805	1984	1692	2296	1423	2998	1348
VCAN	1559	18610	11551	4586	8044	16090	9755	9835	11128	14136	7872	7170	29935	30005	2704	1790	2382	5391	11434	1542
CLEC16A	375	4564	5489	3130	1971	1938	179	199	122	129	238	267	122	134	607	638	645	469	546	776
MSR1	0	65	37	143	288	9	102	84	20	18	71	87	39	47	772	726	264	188	141	542
CDH1	2	0	0	0	24	4	3	7	4	12	12	12	6	9	7	1	1	40	14	12
MTREX	369	995	1048	1126	1064	977	560	357	323	378	367	408	310	342	913	944	1168	809	1407	795
ZFYVE16	321	741	585	718	515	583	527	386	272	419	535	516	366	339	1562	1389	1539	733	1376	2135
RIPOR1	595	854	1406	1452	848	691	94	105	73	104	75	52	27	30	991	1364	910	1032	921	2268
C6	6	8	21	32	134	19	10	10	43	42	46	14	7	7	0	43	9	2	0	0
RAI14	586	972	1049	776	705	653	362	354	142	204	172	161	352	315	793	1259	821	981	1923	455
SOX30	0	8	5	12	0	0	6	6	4	4	2	3	3	2	1	3	9	1	1	2
PNKP	1206	1952	1829	2546	1572	772	577	349	249	321	518	453	356	334	1097	1243	1019	1157	1031	1186
BEST2	0	8	3	0	0	0	10	4	0	5	2	4	2	3	1	1	2	9	6	12
PHLPP2	87	666	452	716	506	292	240	226	106	127	243	188	62	61	296	265	446	283	447	190
SPDL1	55	173	137	83	182	90	103	97	85	105	67	72	104	69	146	311	188	164	289	213
STAU2	223	370	507	400	580	397	377	312	249	370	247	227	241	207	382	550	551	386	416	467
CTNS	256	892	874	665	543	368	96	72	45	65	70	63	38	39	643	706	699	634	671	1419
RTN4R	12	35	12	0	0	0	8	3	0	8	0	0	1	0	7	11	3	5	6	66
PHF23	781	1264	2110	1887	1209	911	144	93	158	183	170	163	66	72	1099	1191	1188	1556	1527	1471
CDH10	0	6	0	2	2	0	10	6	15	9	14	16	4	8	0	0	1	3	5	0
INPP4A	243	642	515	606	433	494	205	147	108	128	132	127	94	90	974	906	1114	694	820	1733
